response_catalog_id|response_catalog_description|response_type_cd|response_catalog_header|severity_cd
42063|You have reported LTFF as the heat input method for this ozone-season reporting configuration, but you have not reported a long-term fuel flow record for April.|CHECK||
42064|You have reported LTFF as the heat input method for this ozone-season reporting configuration, but you have not reported a long-term fuel flow record for May/June.|CHECK||
42065|You did not report a TestCompletionDate for [key].  If you have not yet completed the tests required for this QA Certification event, you should update the test completion date and hour, and resubmit the record after all tests are completed.|CHECK||
42067|The AdjustedHourlyValue reported in the DHV record for NOXR is in excess of 200% of the maximum value listed in the monitoring plan. Sources are required to periodically (at least once annually) evaluate the appropriateness of these maximum values in the monitoring plan and make proper adjustments when necessary. Adjustments may include the need to update Span and/or Default values. You should investigate the cause of these exceedances and determine whether adjustments to your monitoring systems or monitoring plan are necessary.|CHECK||
42068|You reported the values ([invalidlist]), in the field [fieldname] for [key], which are not in the list of valid values.|CHECK||
42069|You reported multiple gas components in the field [fieldname] for [key] that include values ([exclusivelist]) that you should report by themselves.|CHECK||
42070|You did not report a required PGVP balance component.  A single balance component is required when reporting other individual gas components.|CHECK||
42071|You reported multiple PGVP balance components ([balancelist]).  A single balance component is required when reporting other individual gas components.|CHECK||
42072|You reported an UpscaleGasTypeCode that does not contain a PGVP balance component.  A single balance component is required when reporting other individual gas components.|CHECK||
42075|You reported one or more duplicate GasTypeCode components.|CHECK||
42076|Your reported one or more duplicate gas component records.|CHECK||
42077|The prior daily interference check for Component ID <compkey> completed on <date> expired. An daily interference check completed on <invdate> was ignored because it was performed while the unit was offline.|CHECK||
42078|The prior daily interference check for [compkey] completed on [date] expired.|CHECK||
42079|The current active primary fuel type defined in the monitoring plan is inconsistent with the prior year operating hours by fuel type.  Please update the primary fuel type in the monitoring plan to match the prior year predominant fuel type by operating hours.  |CHECK||
42080|For [key] you reported a [value] which is not valid for [fieldname].|CHECK||
42081|You reported a value for [fieldname], which is not appropriate for [condition].|CHECK||
42082|For [key] you reported a [value] which is not valid for [condition].|CHECK||
42083|The [fieldname] [value] is invalid for [condition].|CHECK||
42084|You have reported a invalid value for MATS Maximum Load Value|CHECK||
42085|You have reported MATS Load Unit of Measure for [key] which is not in the list of valid values|CHECK||
10001|The TestResultCode indicates that the test was aborted.  [Children] records for this test will not be evaluated.  If the test was aborted for a reason not related to monitor performance, you should not report the test.|CHECK||
10002|There were more than three gas injections for [key].  Only the last three injections at this level were retained for analysis.  All other gas injections have been disregarded.|CHECK||
41711|You reported a TestReasonCode that is not appropriate for a three-level Gas Calibration Test.  A three-level Gas Calibration test is either an INITIAL or RECERT test.|CHECK||
10006|The Percent Error reported in the Linearity Summary record for [key] is inconsistent with the value which has been recalculated from the injections associated with the test.|CHECK||
10007|You have indicated the use of calculated wall effects adjustment factor for [key], but the WAF calculated from the data in the Flow RATA Run and RATA Traverse records is greater than .9950.  It may be advantageous for you to use a default WAF in your RATA calculations.|CHECK||
10008|You have indicated the use of calculated wall effects adjustment factor for [key], but the WAF calculated from the data in the Flow RATA Run and RATA Traverse records is greater than .9900.  It may be advantageous for you to use a default WAF in your RATA calculations.|CHECK||
20002|You reported a fuel-specific substitute data or bypass approach code for [key].  This approach is only appropriate for use when burning multiple fuels, but the unit is not burning multiple fuels.|CHECK||
20006|You reported that this pipe is associated with [program] LME unit, but at least one of the units associated with this pipe is not [program] unit.  LME units that measure long-term fuel flow through a common pipe must belong to the same program.|CHECK||
20017|You reported a method for [key], but there are no Monitor Qualification records that were active during the evaluation period indicating that the unit is a peaking unit.  The Appendix E method can only be used for peaking units.|CHECK||
20018|You did not define load information that was active during the evaluation period for [key].  You must submit this information for each load-based monitoring location.|CHECK||
20019|You reported a bypass methodology for [key].  However a bypass methodology can only be used with a CEM or AMS methodology.|CHECK||
20033|You have reported two monitoring methodologies for [parameter] with overlapping start and end times during the evaluation period.|CHECK||
20036|You did not provide [fieldname], which is required for [key].|CHECK||
20042|You provided the cross-sectional area at the flow monitor location for this location, but there is no flow monitoring system currently used to report data defined.|CHECK||
20043|You have identified a common stack or pipe [stack/pipe ID] that is not linked to at least two units for the entire evaluation period.|CHECK||
20050|You have linked an inappropriate [component type] component to the [system type] system for [key].|CHECK||
20052|You did not report [missing formulas] formula record(s) that was/were active during the evaluation period  to compute emission values.  These formulas are required when using a [system type] system with a [component type] [basis] component.|CHECK||
20054|You reported [key], but you did not report a [scale] [span parameter] span record that was active during the evaluation period, which is required when you report an analyzer range record with a range code of [range].|CHECK||
20059|The system does not contain a required DAHS component that was active during the evaluation period for [key].|CHECK||
20062|You reported a negative value, which is invalid, in the field [fieldname] for [key].|CHECK||
20063|You reported a non numeric value, which is invalid, in the field [fieldname] for [key].|CHECK||
20066|You reported a [Fieldname] of [Date], which is outside the range of acceptable values for this date for [key].|CHECK||
20068|You have not reported an active Heat Input Method for [key].|CHECK||
20069|You have not reported an active method for [key].|CHECK||
20072|You reported a Stack/Pipe ID [Stack Pipe ID], which has an invalid format.|CHECK||
20073|You have not reported the required value in the field [fieldname] for [key].|CHECK||
20074|You reported the value [value], which is not in the list of valid values, in the field [fieldname] for [key].|CHECK||
20080|You have reported a methodology for [key], which is inappropriate for a [Location Type].|CHECK||
20081|You have reported a substitute data approach of NLB or NLBOP for [key].  This approach is only appropriate for use by non load-based units.|CHECK||
20082|You have reported a default for [default parameter] for [default purpose] which is inappropriate for a  location with methodology [methodology] for parameter [parameter].|CHECK||
20083|You have reported a monitoring methodology [value], which is not appropriate for the parameter [parameter].|CHECK||
20084|You have reported [key], but this methodology is not appropriate when the unit is burning coal or another solid fuel.|CHECK||
20085|You reported a monitoring methodology for [key], but there is no primary [system] monitoring system that was active during the evaluation period, which is required for this method.|CHECK||
20086|You have reported [key], but you have not reported a [formula] formula that was active during the evaluation period, which is required when using this monitoring methodology.  |CHECK||
20088|You reported a substitute data or bypass approach code in the monitoring methodology record for [key] indicating the use of fuel-specific missing data, but you have not reported the appropriate default records that were active during the evaluation period for [missing default].|CHECK||
20089|You have reported [key], but this methodology is not appropriate unless the unit is only burning gas or diesel, or is a gas-fired unit that is burning only gas or oil.|CHECK||
20090|You have reported a Bypass Stack Approach Code for [key], which indicates that emissions normally monitored at this location are sometimes emitted through an unmonitored bypass stack.  However, this location is defined as a bypass stack.  A Bypass Stack Approach Code is not appropriate for a monitoring method at a bypass stack.|CHECK||
20091|You have reported [key], but you have not reported an active corresponding Heat Input Appendix D methodology.|CHECK||
20092|You have reported a H2O monitoring methodology for [key], but no corresponding CEM/AMS methodology for this location.|CHECK||
20093|You reported [key], which indicates that NOx Mass is calculated using NOx Rate and Heat Input.  However, you have not reported a methodology that was active during the evaluation period for [missing] at this location.|CHECK||
20094|You have a reported a monitoring methodology for [key] that requires approval from EPA.|CHECK||
20096|You have reported a [param] method record for this unit indicating the use of an LME methodology, but you have not reported a [missing] Monitor Qualification record for the unit that is active during the evaluation period.|CHECK||
41994|You did not report Protocol Gas records for all three gas levels for all reference gases used in the test.|CHECK||
41887|This check result is obsolete.|CHECK||
41888|D&M Emissions build error occurred that affects every hour.|CHECK||
41889|D&M Emissions build error occurred that affects individual hours.|CHECK||
41903|The following stacks or pipes were misidentified as a unit: [invalid].  The file was not imported.|CHECK||
41904|The Client Tool database does not contain a monitoring plan that contains the following list of locations: [invalid].  The file was not imported.|CHECK||
41990|You incorrectly reported a Protocol Gas Record for [key].  You should not report a Protocol Gas record for a RATA of a FLOW monitoring system.|CHECK||
41991|You incorrectly reported a Protocol Gas Record for [key].  You should only report a Protocol Gas record for a RATA performed using reference methods 3A, 6C, or 7E.|CHECK||
41925|The conditional data period for QACertEventCode [code] QACertEventDate [eventdate] for SystemID [EVENTKEY] has expired.|CHECK||
41992|You incorrectly reported a Protocol Gas Record for [key].  You should only report a Protocol Gas record for a RATA performed using instrumental reference methods 3A, 6C, or 7E.|CHECK||
41993|"You reported an [fieldname] of ""AIR"" for [key], which indicates the use of purified air material, but this material can only be used for a high-level calibration."|CHECK||
42041|The prior daily interference check for [compkey] completed on [date] has expired.|CHECK||
42042|The prior daily interference check for [compkey] completed on [date] expired. A daily interference check completed on [invdate] was ignored because it was completed while the unit was offline.|CHECK||
42043|The fuel type for [key] is not appropriate for this type of unit.|CHECK||
42044|The prior daily interference check for [compkey] completed on [date] failed.  An daily interference check completed on [invdate] was ignored because it was performed while the unit was offline.|CHECK||
42045|The prior daily interference check for [compkey] completed on [date] failed.|CHECK||
42046|The prior daily interference check for [compkey] completed on [date] was aborted.|CHECK||
42047|The prior daily interference check for [compkey] completed on [date] was aborted.  An daily interference check completed on [invdate] was ignored because it was performed while the unit was offline.|CHECK||
42048|The prior daily interference check for [compkey] completed on [date] has critical errors.  An daily interference check completed on [invdate] was ignored because it was performed while the unit was offline.|CHECK||
42049|The prior daily interference check for [compkey] completed on [date] has critical errors.|CHECK||
42050|You did not report a prior daily interference check for [compkey] during the reporting period.  Any daily interference check that may have been completed in a prior reporting period has expired.  A daily interference check completed on [invdate] was ignored because it was completed while the unit was offline.|CHECK||
42051|You did not report a prior daily interference check for [compkey] during the reporting period.  Any daily interference check that may have been completed in a prior reporting period has expired.|CHECK||
42086|For [Key] you reported a [ReportedField] of [ReportedValue] which is invalid for a [ConstraintField] of [ConstraintValue].|CHECK||
42088|You have not reported at least one required Monitor Qualification Data Record for LEE.|CHECK||
42089|You have reported an invalid Monitor Qualification Record for [key].  This type of qualification only applies to units and common stacks.|CHECK||
42090|You have reported an invalid Monitor Qualification Record for [key].  An LEE qualification only applies to MATS program affected units.|CHECK||
42091|You have reported an invalid Qualification Test Type.|CHECK||
42092|"You have reported a Qualification Test Type of ""INITIAL"" however prior qualification test records exist."|CHECK||
42093|You have reported a qualification test date that is greater than one year prior to the Qualification Record.|CHECK||
42094|"You have reported a Qualification Test Type of ""RETEST"", an ""INITIAL"" test type must be reported for the first test."|CHECK||
42095|You have reported an incomplete Qualification LEE record. Potential Annual Hg Mass Emissions, Applicable Emission Standard, Units Of Standard, and Percentage Of Emission Standard are blank.|CHECK||
42096|You have reported an incomplete Qualification LEE record.  |CHECK||
42097|The Supplemental MATS Compliance Method Begin Date is blank.|CHECK||
42098|The Supplemental MATS Compliance Method Begin Date is prior to the beginning of the program.|CHECK||
42099|The Supplemental MATS Compliance Method Begin Date is later the the maximum allowable date.|CHECK||
42100|The Supplemental MATS Compliance Method Begin Hour is blank.|CHECK||
42101|The Supplemental MATS Compliance Method Begin Hour is not between 0 and 23.|CHECK||
42102|The End Date is prior to the Begin Date.|CHECK||
42103|The End Date is later than the maximum allowable date.|CHECK||
42104|You have reported an End Hour with a missing End Date.|CHECK||
42105|For [key], you have reported an End Hour that is not between 0 and 23.|CHECK||
42106|You have reported and End Date, but no End Hour.|CHECK||
42107|You have reported a Supplemental MATS Compliance Method End Date that is prior to the beginning of MATS .|CHECK||
42108|The Supplemental MATS Compliance Method End Hour is not between 0 and 23.|CHECK||
42109|You have reported a Supplemental MATS Compliance Method End Date that is invalid.|CHECK||
42110|The Supplemental MATS Compliance Method Begin Date/Hour is not on or before the End Date/Hour.|CHECK||
42111|The Supplemental MATS Compliance Method Parameter Code is blank.|CHECK||
42112|You have not reported a valid Supplemental MATS Compliance Method Parameter Code.|CHECK||
42113|The Supplemental MATS Compliance Method Code is blank.|CHECK||
42114|You have not reported a valid Supplemental MATS Compliance Method Code.|CHECK||
42115|You have not reported a valid Supplemental MATS Compliance Method.|CHECK||
42116|You have not reported a valid Method or Supplemental MATS Compliance Method for [ParameterGroup].|CHECK||
41900|The OzoneSeasonToDateTotal of [osval] in the Summary Value record for [param] is inconsistent with the recalculated value of [oscalc].|CHECK||
41901|The YearToDateTotal of [ytdval] in the Summary Value record for [param] is inconsistent with the recalculated value of [ytdcalc], and the OzoneSeasonToDateTotal of [osval] in the Summary Value record for [param] is inconsistent with the recalculated value of [oscalc].|CHECK||
41907|The ParameterCode reported in the DHV record does not match the ParameterCode in the Method record in your monitoring plan used to determine [eparam].|CHECK||
41920|The prior RATA for SystemID [RATASYS] with TestNumber [testnum] has expired.|CHECK||
41921|The prior RATA for [RATASYS] with TestNumber [testnum] has expired.  An invalid prior [testtype] with TestNumber [invtestnum] was ignored.|CHECK||
41922|You reported an invalid Year in the Test Summary record for Location [LocationID], TestTypeCode [TestTypeCode] and Test Number [TestNumber].  The test was not imported.|IMPORT||
41923|You reported an invalid Year in the Test Summary record for Location [LocationID], TestTypeCode [TestTypeCode] and Test Number [TestNumber].  The test was not imported.|IMPORT||
41924|You reported an invalid Year in the Test Summary record for Location [LocationID], TestTypeCode [TestTypeCode] and Test Number [TestNumber].  The test was not imported.|IMPORT||
41926|The prior RATA for SystemID [RATASYS] with TestNumber [testnum] failed.  An invalid prior [testtype] with TestNumber [invtestnum] was ignored.|CHECK||
41930|The prior RATA for SystemID [RATASYS] with TestNumber [testnum] failed.|CHECK||
41928|The prior RATA for SystemID [RATASYS] with TestNumber [testnum] has critical errors.  An invalid prior [testtype] with TestNumber [invtestnum] was ignored.|CHECK||
41929|The prior RATA for SystemID [RATASYS] with TestNumber [testnum] was aborted.  An invalid prior [testtype] with TestNumber [invtestnum] was ignored.|CHECK||
41931|The prior RATA for SystemID [RATASYS] with TestNumber [testnum] was aborted.|CHECK||
41932|The prior RATA for SystemID [RATASYS] with TestNumber [testnum] has critical errors.|CHECK||
41933|The subsequent recertification RATA for SystemID [subsys] with TestNumber [subtestnum] failed.  An invalid [testtype] with TestNumber [invtestnum] was ignored.|CHECK||
41934|The subsequent recertification RATA for SystemID [subsys] with TestNumber [subtestnum] was aborted.  An invalid [testtype] with TestNumber [invtestnum] was ignored.|CHECK||
41935|The subsequent recertification RATA for SystemID [subsys] with TestNumber [subtestnum] has critical errors.  An invalid [testtype] with TestNumber [invtestnum] was ignored.|CHECK||
41937|The fuel type for [key] is not appropriate for this type of unit.|CHECK||
41938|The subsequent recertification RATA for SystemID [subsys] with TestNumber [subtestnum] has critical errors.|CHECK||
41939|The subsequent recertification RATA for SystemID [subsys] with TestNumber [subtestnum] was aborted. |CHECK||
41940|The subsequent recertification RATA for SystemID [subsys] with TestNumber [subtestnum] failed.|CHECK||
41941|The conditional data period for QACertEventCode [code] QACertEventDate [eventdate] for SystemID [EVENTKEY] has expired.  |CHECK||
41942|The RATA status could not be determined, because the applicable prior RATA for SystemID [RATASYS] with TestNumber [testnum] has not yet been evaluated.|CHECK||
41943|The RATA status could not be determined, because the subsequent recertification RATA for SystemID [subsys] with TestNumber [subtestnum] has not yet been evaluated.|CHECK||
41944|The software could not determine if the current hour was within the conditional data period for QACertEventCode [code] QACertEventDate [eventdate] for SystemID [eventkey].|CHECK||
41945|You reported a QA Certification Event record for QACertEventCode [code] QACertEventDate [eventdate] for SystemID [eventkey], but you did not indicate the use of conditional data.|CHECK||
41946|You reported a QA Certification Event record for QACertEventCode [code] QACertEventDate [eventdate] for SystemID [eventkey], but you did not indicate the use of conditional data.  An invalid [testtype] was ignored.|CHECK||
41950|According to the Reporting Frequency records, this monitoring plan is an ozone-season-only reporter, but the location does not belong to any ozone-season programs.|CHECK||
42059|The GrossCalorificValue reported in the long-term fuel flow record for [key] is outside the range of expected values for the fuel type [fuelcd].|CHECK||
42060|The GrossCalorificValue reported in the long-term fuel flow record for [key] is outside the range of allowable values for the fuel type [fuelcd].|CHECK||
42117|You have not reported a valid Method or Supplemental MATS Compliance Method for [ParameterGroup] for the entire evaluation period.|CHECK||
42118|The Supplemental MATS Compliance Method End Date is blank.|CHECK||
42120|The run for [key] was less than 10 minutes.  Each run must be at least 10 minutes in duration.|CHECK||
42163|You have not reported MonitoringSystemID and ComponentID for this test. Both cannot be Blank/null|CHECK||
42164|You have reported invalid ComponentID for Injection protocol record|CHECK||
42165|You reported an invalid ComponenetID for Cycle time test|CHECK||
42187|You did not identify an injection protocol (HGE or HGO), as required for a Hg CEMS seven day calibration or cycle time test.|CHECK||
42189|An injection protocol is not required for this test type.|CHECK||
42119|You did not report a [fieldname] value in the [key] records which is required if the sorbent train QA Status Code is PASSED, FAILED, or UNCERTAIN, and the stack flow rate for the hour is a measured data value.|CHECK||
42121|The [fieldname]  in the monitoring plan is [component type].   This type of [component type] does not report sorbent trap data.    |CHECK||
42122|For [key], you identified a begin hour that is not the first or second hour of the sampling period.  |CHECK||
42123|For [key], you identified an end hour that is not the last or second to the last hour of the sampling period.|CHECK||
42124|For [key], you did not identify the first hour of the sampling period as a begin or transition hour.|CHECK||
42125|For [key], you did not identify the last hour of the sampling period as an end or transition hour.|CHECK||
42126|The fuel type for [key] is not appropriate for this type of unit.|CHECK||
42127|You reported a [fieldname] value in the [key] records which is reported only if the sorbent train QA Status Code is PASSED, FAILED, or UNCERTAIN, and the stack flow rate for the hour is a measured data value.|CHECK||
42128|For [key], the [fieldname] value must be reported to at least two decimal places.|CHECK||
42130|The [fieldname] value for [key] should be reported to one decimal place.|CHECK||
42131|The [fieldname] value for [key] must be a number between 1 and 100.  |CHECK||
42132|The [fieldname] in the monitoring plan is [component type].  A [component type] [fieldname] is not associated with sorbent trap data.    |CHECK||
42133|You did not provide a [fieldname], which is required, for [key].|CHECK||
41916|The end reporting period is prior to the begin reporting period for the monitoring plan.  Please contact ECMPS technical support to resolve this problem.|CHECK||
41917|This test extension exemption should only be reported for a FLOW system.  According to the monitoring system record, the system defined in this record is not a FLOW system.|CHECK||
41918|The ComponentTypeCode of the component reported for [key] is not appropriate.  A FLOWEXP extension exemption only applies to FLOW monitors.|CHECK||
41919|The FLOW component reported in the test extension exemption record for [key] does not actively belong to more than FLOW system.  A FLOWEXP exemption only applies to FLOW components that belong to multiple FLOW systems.|CHECK||
42179|You did not report a Paired Trap Agreement that is reported if the MODC Code is 01, 02, or 33.|CHECK||
42180|You reported a paired trap Absolute Difference Indicator that is not repoarted if the MODC Code is 32, 34, or 35.|CHECK||
42005|The prior daily calibration test for [compkey] was completed on [date], which is prior to a failed or aborted test for the alternate range [altscale].  When a daily calibration test is failed for a dual-range analyzer, you must complete a passing daily calibration test on both ranges before the monitor is considered to be in-control.  An invalid daily calibration test completed on [invdate] was ignored.|CHECK||
42006|The prior daily calibration test for [compkey] was completed on [date], which is prior to a failed or aborted test for the alternate range [altscale]. When a daily calibration test is failed for a dual-range analyzer, you must complete a passing daily calibration test on both ranges before the monitor is considered to be in-control.|CHECK||
42073|You reported an UpscaleGasTypeCode that contains multiple PGVP balance components ([balancelist]).  A single balance component is required when reporting other individual gas components.|CHECK||
42087|For [key], you have not reported a value for [fieldname], which is required.|CHECK||
42188|An injection protocol is only reported for Hg CEMS.|CHECK||
42134|The [fieldname] value in the [key] records is not reported in scientific notation rounded to three significant figures, with one digit to the left of the decimal point.|CHECK||
42135|The [fieldname] is not reported as PASSED or FAILED.|CHECK||
42136|For [key], you reported a [fieldname] value which is not reported if the sorbent train QA Status Code is LOST, EXPIRED, or INC.|CHECK||
42137|For [key], you did not report a SampleDamageExplanation which is required if the sorbent train QA Status Code is LOST. |CHECK||
42138|The [fieldname] is inconsistent with the value [value] calculated from the reported [key] records used in the calculation. |CHECK||
42139|For [key], you reported that the SFSR Ratio Check PASSED, but more than five percent of hourly SFSR Ratios deviated from the reference ratio by more than 25 percent.|CHECK||
42140|For [key], you reported that SFSR Ratio Check FAILED, but not more than five percent of hourly SFSR Ratios deviated from the reference ratio by more than 25 percent.|CHECK||
42142|For [key], you reported that the SFSR Ratio Check PASSED, but more than five hourly SFSR Ratios deviated from the reference ratio by more than 25 percent.|CHECK||
42143|For [key], you reported that the SFSR Ratio Check FAILED, but not more than five hourly SFSR Ratios deviated from the reference ratio by more than 25 percent.|CHECK||
42144|You reported a Sampling Train Data QA Status of PASSED or UNCERTAIN, but at least one of the alternative performance specifications listed in Section 4.1.2.2 in Appendix A CFR Part 63 to PS12B was not met.|CHECK||
42145|You reported a Sampling Train Data QA Status of FAILED, but all of the performance specifications in PS12B were met.|CHECK||
42146|The SystemTypeCode in the monitoring plan is [system type].   This type of system does not report sorbent trap data.    |CHECK||
42148|For [key], a value for [fieldname] is required.|CHECK||
42149|For [key], you have reported a Begin Hour not between 0 and 23.|CHECK||
42150|For [key], the BeginDate/Hour is inconsistent with the EndDate/Hour.|CHECK||
42151|For [key], you did not report two sets of sorbent train records for the sorbent trap.|CHECK||
42152|For [key], you did not report a [fieldname] value which is required if the sorbent trap system MODC Code is [value]. |CHECK||
42153|For [key], you reported a [fieldname] value which is not reported if the sorbent trap system MODC Code is [value].|CHECK||
42154|The Sorbent Trap Data contains a paired trap absolute difference  inconsistent with the absolute difference of [value1] calculated from the reported  train records used in the calculation. |CHECK||
42155|The Sorbent Trap Data contains a paired trap percent difference  inconsistent with the percent difference of [value2] calculated from the reported  train records used in the calculation.|CHECK||
42156|The [fieldname] value is inconsistent with the [fieldname] of [value] calculated from the reported  train records. |CHECK||
42157|For [key], you reported a [fieldname] of [value] which is valid if the QA Status Codes of both trains is PASSED. |CHECK||
42158|For [key],  you reported a [fieldname] of [value] which is valid if the QA Status Code of  one  train  is PASSED and the other FAILED.|CHECK||
42159|For [key] you reported a [fieldname] of [value] which is valid if the QA Status Code of  both trains is UNCERTAIN.|CHECK||
42160|For [key], you reported a [fieldname] of [value] which is valid if the QA Status Code of  both trains is FAILED or UNCERTAIN, or one or both trains is LOST, EXPIRED, or INC.  |CHECK||
42161|For [key], the [fieldname] is not reported as PASSED or FAILED..|CHECK||
42162|For [key], you did not report a [fieldname] value which is required if the sorbent train QA Status Code is PASSED, FAILED, or UNCERTAIN, and the train Hg Concentration is not less than 10% of the Hg limit equivalent concentration or less than or equal to 0.1 ug/dscm if performing a RATA.|CHECK||
42167|For [key], you reported that the sampling train SFSR Ratio check FAILED, but did not also report the train QA Status Code as FAILED.|CHECK||
42168|The [fieldname] value of [value] from the [key] records exceeds the PS-12B breakthrough criteria, but you did not report the train QA Status Code as FAILED. |CHECK||
42170|For [key], you reported sorbent traps with overlapping sampling periods.|CHECK||
42171|The fuel type for [key] is not appropriate for this type of unit.|CHECK||
42172|The [fieldname] is inconsistent with the value [value1] calculated from the reported [key] records used in the calculation. |CHECK||
42173|You reported a sorbent trap sampling period longer than the maximum 15 operating days.|CHECK||
42174|For [key], you reported a sorbent train GFM Component ID that does not match a sorbent train Component ID record.|CHECK||
42175|You did not report a [incomplete] default record for fuel code [fuel], which is active for the entire evaluation period.  This default is required when you define a [system type] monitoring system for [key] for this fuel.|CHECK||
42176|For [key], you did not report a [fieldname2] value which is required if the sorbent trap system MODC Code is [value]. |CHECK||
42177|For [key], you reported an Absolute Difference Indicator of 1 that can only be used if the absolute difference between the Hg concentrations of the paired traps is less than or equal to 0.03 ug/m3.|CHECK||
42178|The [fieldname] is inconsistent with the value [value2] calculated from the reported [key] records used in the calculation. |CHECK||
41997|You did not report any valid Protocol Gas records for this test.  This information is required by the Protocol Gas Verification Program reporting rule.|CHECK||
42182|You reported a passing Paired Trap Agreement that is not consistent with an MODC Code other than 01 or 02.|CHECK||
42183|For [key], you reported a passing Paired Trap Agreement that is not consistent with an MODC Code other than 01, 02 or 43.|CHECK||
42184|For [key], you reported a failed Paired Trap Agreement that is not consistent with an MODC Code other than 33.|CHECK||
42185|For [key], you reported a [fieldname2] that is not reported if the sorbent trap system MODC Code is [value].|CHECK||
42186|You reported a [fieldname] of [value]  for a Hg CEMS, but did not report the required injection protocol.|CHECK||
42190|You reported an MODC code that is not valid for the MATS DHV.|CHECK||
42191|You reported a formula code that does not match any of the MATS derived hourly value formulas.|CHECK||
42192|You did not report a FormulaID in the MATS DHV record for [param].|CHECK||
42193|You reported FormulaID [ID] in the MATS DHV record for [param], but there is no active Formula record for this formula in your monitoring plan.|CHECK||
42194|You reported FormulaID [ID] in the MATS DHV record for [param], but in your monitoring plan this formula has a different ParameterCode. |CHECK||
42195|You reported a MODCCode of 37 for the MATS DHV record, but the use of a diluent cap value is not applicable to [param].|CHECK||
42196|You reported a FormulaID for a MATS DHV record, that is not reported if valid concentration was not available or substitute data reported for one or more essential auxiliary parameters.   |CHECK||
42197|You reported more than one monitoring method record for [param] for the hour and location.|CHECK||
42198|MATS Derived Hourly Value records were reported for [param], but no supporting method exists.    |CHECK||
42199|"You reported NOXE MonitoringSystemID [ID] in the DHV record for NOXR, but the FuelCode of this system is not equal to ""MIX"".  If a NOXE system measures an individual fuel, the emissions from this system should be reported in an HPFF record.  If this data represents unit-level emissions based on fuel-specific emissions data that have been reported in one or more HPFF records, then the MonitoringSystemID should be blank."|CHECK||
42200|You reported more than one MATS Derived Hourly Value records for [param] for the hour.|CHECK||
42201|You reported PercentAvailable in the MHV record for [param], but this value should not be reported when the monitoring system is only being used to calculate the NOX emission rate, moisture, and/or CO2 concentration.  In that case, the percent monitor availability should be reported in the appropriate DHV record.|CHECK||
42202|You reported MATS Derived Hourly Value records for [param] that are not reported if the unit did not operate in the hour.|CHECK||
42203|The MODCCode reported for MATS Monitor Hourly Value is invalid.|CHECK||
42204|The MODCCode reported for MATS Monitor Hourly Value is invalid for Hg sorbent trap systems.|CHECK||
42205|You did not report a PMA for the MATS Monitor Hourly Value.|CHECK||
42206|The PMA must be in a range from 0 to 100.|CHECK||
42207|You reported too many MHV records for O2C with a MoistureBasis of W (or blank) for the hour.|CHECK||
42208|You did not report a MonitoringSystemID for the [param] MATS Monitor Hourly Value.  MonitoringSystemID is required when you report measured data.|CHECK||
42209|The system type associated with the Monitoring System ID for the [param] MATS Monitor Hourly Value is not consistent with that parameter.|CHECK||
42210|You reported a MonitoringSystemID for the [param] MATS Monitor Hourly Value that is not reported based on the MODCCode.|CHECK||
42211|You reported a MATS Hourly Value MODCCode that is only used with primary or temporary like kind monitoring systems.|CHECK||
42212|You reported a MATS Monitor Hourly Value MODCCode that is only used with backup or redundant backup monitoring systems.|CHECK||
42213|You reported a MATS Monitor Hourly Value MODCCode that is only used with backup or redundant backup monitoring systems.|HOST||
42214|You reported an MODCCode of 17 in the MATS Monitor Hourly Value record for [param], indicating the use of a like-kind analyzer, but you have used a like-kind analyzer to monitor this parameter for more than 720 hours during this reporting period.  You are not allowed to use a like-kind analyzer for more than 720 hours during a calendar year, unless the analyzer is identified as a non-redundant backup and a RATA is performed.|CHECK||
42215|You did not report a ComponentID for the [param] MATS Monitor Hourly Value.|CHECK||
42216|The component type associated with the ComponentID for the [param] MATS Monitor Hourly Value is not consistent with the parameter.|CHECK||
42217|You reported an MODCCode of 17 in the MATS MHV record for [param], which indicates that the component is a like-kind analyzer, but the ComponentID does not begin with LK.|CHECK||
42218|You reported a ComponentID for the [param] MATS Monitor Hourly Value that is not reported based on the MODCCode.|CHECK||
42219|You reported a MATS Monitor Hourly Value for [param], but did not report either a MATS Derived Hourly Value or monitoring method for that pollutant.|CHECK||
42220|You did not report a MATS Hourly Monitor Value record for [param], though reporting a MATS Derived Hourly Value for the hour.|CHECK||
42221|You reported more than one [param] MATS Monitor Hourly Value for the hour.|CHECK||
42222|You reported a MATS Hourly Monitor Value record for [param]  for a non-operating hour. |CHECK||
42223|You have more than one active High Range SpanScaleCode for the hour.|CHECK||
42224|You have more than one active High Range SpanScaleCode at the current location for the hour.|CHECK||
42225|You have no active High Range SpanScaleCode at the current location for the hour.|CHECK||
42226|You reported MonitoringSystemID [sys] ComponentID [ID] in the MATS MHV record for [param], but there is no MonitorSystemComponent record for this system and component in your monitoring plan that was active during the hour.|CHECK||
42227|The value in the reported span record for [param] is invalid.|CHECK||
42228|You reported an MODCCode of 21 in the MATS Monitor Hourly Value record for [param], but the UnadjustedHourlyValue does not equal 0.|CHECK||
42229|You reported a measured value MODCCode in the MATS Monitor Hourly Value record for [param] but did not  report an UnadjustedHourlyValue.|CHECK||
42278|You reported a  ComponentID in the MATS MHV record for a [type] system, but a ComponentID is only reported for a gas CEMS.    |CHECK||
